tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2003-05-14,01087,SAN ISIDRO Nº 01,Buenos Aires,Nacional,2003,20,PICK-UP,68,TOYOTA,13,HILUX 4X4 CABINA DOBLE DX 3.0 D,1,Privado,Física,MARTINEZ,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2010-08-26,01088,SAN MARTIN Nº 1,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-04,2005-06-07,01088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,2005,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V/2005,1,Privado,Física,SAN ANDRÉS,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2012-05-18,01088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,2012,22,SEDAN 3 PTAS,047,FORD,816,KA FLY VIRAL 1.6L,1,Privado,Física,V. MAIPU,BUENOS AIRES,Femenino,1993,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,1997-01-16,01088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,1997,02,SEDAN 4 PTAS,024,CHEVROLET,093,CORSA GLS 1.6 M.P.F.I.,1,Privado,Física,V.BALLESTER,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2005-12-07,01088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PUERTAS,027,CITROEN,169,C3 1.4 HDI EXCLUSIVE,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1953,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2006-05-12,01088,SAN MARTIN Nº 1,Buenos Aires,Importado,2006,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,335,BORA 1.8T,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Femenino,1992,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2013-05-09,01088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,2013,05,SEDAN 5 PUERTAS,024,CHEVROLET,603,CELTA 1.4N LS SPIRIT,1,Privado,Física,SAN ANDRES,BUENOS AIRES,Femenino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2017-08-31,01088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,047,FORD,A85,KA SE 1.5L,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1958,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,1994-08-18,01088,SAN MARTIN Nº 1,Buenos Aires,Nacional,1994,41,FAMILIAR,17,FIAT,76,DUNA WE SCR,1,Privado,Física,VILLA ZAGALA,BUENOS AIRES,Masculino,1962,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2015-06-18,01088,SAN MARTIN Nº 1,Buenos Aires,Nacional,2015,17,SEDAN 5 PUERTAS,17,FIAT,AY,PALIO (326) ATTRACTIVE 5P 1.4 8V,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2011-06-15,01088,SAN MARTIN Nº 1,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Femenino,1997,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,1996-10-17,01089,SAN MARTIN Nº 2,Buenos Aires,Importado,1996,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,032,PASSAT TDI,1,Privado,Física,SAN ANDRES,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,1980-10-16,01089,SAN MARTIN Nº 2,Buenos Aires,Nacional,1980,12,SEDAN 4 PUERTAS,15,DODGE,23,"1500 M. 1,8",1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,1996-11-27,01089,SAN MARTIN Nº 2,Buenos Aires,Nacional,1996,18,SEDAN 3 PUERTAS,53,VOLKSWAGEN,11,GOL GLD,1,Privado,Física,SAN MARTIN,BUENOS AIRES,Femenino,1994,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,1993-12-10,01089,SAN MARTIN Nº 2,Buenos Aires,Protocolo 21,1993,11,PICK-UP,136,VOLKSWAGEN,012,VW SAVEIRO CL,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,ARG
COMUNICACIÓN DE RECUPERO,2021-03-26,1994-05-16,01089,SAN MARTIN Nº 2,Buenos Aires,Nacional,1994,11,SEDAN 2 PTAS,17,FIAT,72,UNO CL-3P,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2010-05-13,01089,SAN MARTIN Nº 2,Buenos Aires,Protocolo 21,2010,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2001-06-14,01089,SAN MARTIN Nº 2,Buenos Aires,Nacional,2001,12,SEDAN 4 PUERTAS,37,RENAULT,EC,KANGOO RL DIE DA ABCP,1,Privado,Física,JOSÉ LEÓN SUÁREZ,BUENOS AIRES,Masculino,1963,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2005-07-08,01089,SAN MARTIN Nº 2,Buenos Aires,Nacional,2005,18,SEDAN 3 PUERTAS,34,PEUGEOT,EH,206 XS 1.6 3P ABS,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2008-10-03,01090,SAN MIGUEL Nº 1,Buenos Aires,Importado,2008,02,SEDAN 4 PTAS,136,VOLKSWAGEN,364,VOLKSWAGEN VENTO 1.9TDI,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2005-05-31,01090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,2005,02,SEDAN 4 PTAS,055,HONDA,001,CIVIC EX,1,Privado,Física,SAN  MIGUEL,BUENOS AIRES,No identificado,1976,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2011-07-12,01090,SAN MIGUEL Nº 1,Buenos Aires,Importado,2011,02,SEDAN 4 PTAS,011,AUDI,146,A4 1.8 T FSI,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1996,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,1994-05-13,01090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,1994,17,SEDAN 5 PTAS,37,RENAULT,90,RENAULT 19 RN -BIC-,1,Privado,Física,SAN MIGUEL OESTE,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,1998-11-13,01090,SAN MIGUEL Nº 1,Buenos Aires,Importado,1998,04,RURAL 5 PTAS,027,CITROEN,010,ZX 1.9D,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2008-01-07,01090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,2008,17,SEDAN 5 PTAS,34,PEUGEOT,FD,307 XS 1.6 5P 110CV,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,1999-05-11,01090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,1999,22,FURGON,37,RENAULT,DG,TRAFIC CORTO DIESEL (F8Q),1,Privado,Física,B° TRUJUY - SAN MIGUEL,BUENOS AIRES,No identificado,1959,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2020-09-11,01090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,2020,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,641,POLO TRENDLINE 1.6 MSI 110CV AT,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2014-04-21,01090,SAN MIGUEL Nº 1,Buenos Aires,Importado,2014,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,463,GOL 1.4 L,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2012-07-24,01090,SAN MIGUEL Nº 1,Buenos Aires,Importado,2012,22,SEDAN 3 PTAS,011,AUDI,183,A3 1.4 T FSI,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,No identificado,1984,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-15,2003-11-05,01090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,2003,22,SEDAN 3 PUERTAS,044,FIAT,571,PALIO SX 1.3 MPI,1,Privado,Física,TRES DE FEBRERO,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,1998-01-30,01090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,1998,22,FURGON,37,RENAULT,34,TRAFIC LARGO DIESEL,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2016-12-23,01090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,37,RENAULT,YY,CLIO MIO 5P CONFORT,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2009-05-27,01090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,2009,28,TRACTOR DE CARRETERA,092,MERCEDES BENZ,893,AXOR 2035 S,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,No identificado,1982,No identificado,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,1998-04-13,01090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,1998,12,SEDAN 4 PTAS,99,PEUGEOT,99,306 XRDT4P,1,Privado,Física,BELLA VISTA,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2016-03-10,01090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,024,CHEVROLET,615,PRISMA 1.4 N LTZ,1,Privado,Física,SAN MIGUEL OESTE,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2006-03-22,01090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,2006,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,No identificado,1994,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2014-01-09,01090,SAN MIGUEL Nº 1,Buenos Aires,Importado,2002,10,TODO TERRENO,018,BMW,259,X5 3.0D,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,No identificado,1951,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2011-08-31,01091,MONTE,Buenos Aires,Protocolo 21,2011,02,SEDAN 4 PTAS,024,CHEVROLET,536,CLASSIC AA+DIR 1.4 N LS,1,Privado,Física,MONTE,BUENOS AIRES,Femenino,1976,ARGENTINA,50,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2018-04-23,01092,SAN NICOLAS Nº 1,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,SAN NICOLAS,BUENOS AIRES,Masculino,1947,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2014-01-24,01093,SAN PEDRO Nº 1,Buenos Aires,Nacional,2014,20,PICK-UP,68,TOYOTA,70,HILUX 4X2 C/D DX PACK ELECTRICO 2.5 TDI,1,Privado,Física,SAN PEDRO,BUENOS AIRES,Femenino,1960,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-01,2014-05-07,01095,TAPALQUE,Buenos Aires,Importado,2013,02,SEDAN 4 PUERTAS,024,CHEVROLET,533,CRUZE 1.8 LT,1,Privado,Física,TAPALQUE,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2012-01-04,01096,TIGRE Nº 1,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,17,FIAT,AS,SIENA FIRE 4P 1.4MPI,1,Privado,Física,DON TORCUATO,BUENOS AIRES,Femenino,1974,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,2020-12-03,01096,TIGRE Nº 1,Buenos Aires,Protocolo 21,2020,05,SEDAN 5 PUERTAS,130,TOYOTA,911,ETIOS XLS 1.5 4A/T,1,Privado,Física,DON TORCUATO,BUENOS AIRES,Masculino,1992,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2015-04-28,01096,TIGRE Nº 1,Buenos Aires,Nacional,2015,20,PICK-UP,68,TOYOTA,73,HILUX 4X2 C/D SRV 3.0 TDI CUERO - E4,1,Privado,Física,B° LA ALAMEDA LOTE 15 CASA 63  NORDELTA,BUENOS AIRES,Masculino,1958,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,1999-07-29,01096,TIGRE Nº 1,Buenos Aires,Nacional,1999,11,SEDAN 3 PTAS,53,VOLKSWAGEN,27,GOL MI,1,Privado,Física,DON TORCUATO,BUENOS AIRES,Femenino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2010-01-21,01096,TIGRE Nº 1,Buenos Aires,Protocolo 21,2010,04,RURAL 5 PTAS,047,FORD,821,ECOSPORT 2.0L XLS 4X2,1,Privado,Física,EL TALAR,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2013-12-18,01096,TIGRE Nº 1,Buenos Aires,Nacional,2013,17,SEDAN 5 PUERTAS,37,RENAULT,YZ,CLIO MIO 5P CONFORT PLUS,1,Privado,Física,DON TORCUATO,BUENOS AIRES,Femenino,1962,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-01,2012-01-26,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Importado,2012,05,SEDAN 5 PUERTAS,024,CHEVROLET,533,CRUZE 1.8 LT,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1998,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,1994-09-05,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Nacional,1994,20,PICK-UP,19,FORD,15,F-100 NAFTA,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2014-06-04,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Importado,2014,02,SEDAN 4 PUERTAS,104,PEUGEOT,674,508 ALLURE N TIP,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,1991-09-18,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Nacional,1991,12,SEDAN 4 PUERTAS,19,FORD,33,ESCORT,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2005-03-02,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Importado,2005,02,SEDAN 4 PTAS,136,VOLKSWAGEN,282,BORA TDI,1,Privado,Física,CASEROS,BUENOS AIRES,Femenino,1987,PARAGUAY,50,06,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,1996-10-03,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Nacional,1996,12,SEDAN 2 PUERTAS,17,FIAT,66,VIVACE CL,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2007-06-06,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Importado,2007,11,PICK UP,072,KIA,077,K2700 L/B S/C,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1956,ARGENTINA,50,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,2012-03-30,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Protocolo 21,2012,13,FURGON,112,RENAULT,730,MASTER PH3 DCI 120 L1H2 PKCNF,1,Privado,Física,PABLO PODESTA,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2013-06-25,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,37,RENAULT,XU,SYMBOL AUTHENTIQUE 1.6 PACK I,1,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,1997-02-17,01100,TRES DE FEBRERO Nº 1,Buenos Aires,Importado,1997,05,SEDAN 5 PUERTAS,024,CHEVROLET,103,CORSA GL 1.6 MPFI,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1996,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2009-01-13,01103,ZARATE Nº 1,Buenos Aires,Importado,2009,02,SEDAN 4 PTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1,Privado,Física,ZARATE,BUENOS AIRES,No identificado,1992,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2010-01-20,01103,ZARATE Nº 1,Buenos Aires,Protocolo 21,2010,02,SEDAN 4 PTAS,112,RENAULT,645,MEGANE II DCI CONFORT,1,Privado,Física,ZARATE,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2014-02-19,01103,ZARATE Nº 1,Buenos Aires,Importado,2014,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,467,VOLKSWAGEN VENTO 2.0 TSI,1,Privado,Física,ZARATE,BUENOS AIRES,No identificado,1987,BOLIVIA,100,06,BOL
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2016-03-29,01103,ZARATE Nº 1,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,104,PEUGEOT,760,208 ALLURE 1.6 5P TIPTRONIC,1,Privado,Física,ZARATE,BUENOS AIRES,Masculino,1953,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-15,2004-03-05,01104,BERAZATEGUI Nº 1,Buenos Aires,Protocolo 21,2004,02,SEDAN 4 PTAS,055,HONDA,001,CIVIC EX,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1982,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2004-09-30,01104,BERAZATEGUI Nº 1,Buenos Aires,Protocolo 21,2004,05,SEDAN 5 PUERTAS,047,FORD,583,FIESTA AMBIENTE 5P,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,2016-12-07,01104,BERAZATEGUI Nº 1,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,538,FOX 1.6 MSI,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2018-01-10,01104,BERAZATEGUI Nº 1,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,802,208 ACTIVE 1.6,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2008-05-12,01104,BERAZATEGUI Nº 1,Buenos Aires,Nacional,2008,22,FURGON,37,RENAULT,TH,KANGOO EXP CONFORT 1.6,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2001-11-07,01104,BERAZATEGUI Nº 1,Buenos Aires,Nacional,2001,22,FURGON,53,VOLKSWAGEN,CR,CADDY 1.9 SD,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1957,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2003-05-26,01105,CAMPANA Nº 1,Buenos Aires,Protocolo 21,2003,04,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,CAMPANA,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2011-04-14,01105,CAMPANA Nº 1,Buenos Aires,Nacional,2011,22,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6 CD AA DA SVT1PL(600KG,1,Privado,Física,CAMPANA,BUENOS AIRES,No identificado,1953,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-02,2009-01-05,01106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PTAS,044,FIAT,662,PALIO 1.4 FIRE,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-02,2016-01-14,01106,LA MATANZA Nº 02,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,34,PEUGEOT,NL,308 FELINE 1.6 HDI,1,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1957,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2017-01-24,01106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1986,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-04,2011-02-11,01106,LA MATANZA Nº 02,Buenos Aires,Nacional,2011,12,SEDAN 4 PTAS,08,CHEVROLET,CJ,CORSA CLASSIC 4 PTAS LS AA+DIR 1.4N,1,Privado,Física,RAMOS MEJIA-LA MATANZA,BUENOS AIRES,No identificado,1963,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-04,2016-01-11,01106,LA MATANZA Nº 02,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XJ,SURAN 1.6 5D 156,1,Privado,Física,RAMOS MEJIS,BUENOS AIRES,No identificado,1952,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2008-11-20,01106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PTAS,127,SUZUKI,706,FUN 1.4,1,Privado,Física,RAMOS MEJIA-LA MATANZA,BUENOS AIRES,No identificado,1977,No identificado,50,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2009-09-11,01106,LA MATANZA Nº 02,Buenos Aires,Nacional,2009,20,PICK-UP,19,FORD,SW,RANGER DC 4X2 XLS 3.0L D,1,Privado,Física,LA MATANZA,BUENOS AIRES,No identificado,1965,ARGENTINA,50,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2009-09-16,01106,LA MATANZA Nº 02,Buenos Aires,Nacional,2009,17,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,RAMOS MEJIA-LA MATANZA,BUENOS AIRES,No identificado,1964,ARGENTINA,100,06,ARG
